,acc,loss,val_acc,val_loss
0,0.811648148148,0.601803045714,0.949,0.175893636477
1,0.909018518519,0.305536931888,0.964333333333,0.126978159395
2,0.92637037037,0.245912687443,0.968833333333,0.111097504066
3,0.939037037037,0.209500545799,0.9735,0.0932504043141
4,0.945833333333,0.184449063104,0.976333333333,0.0842726096629
5,0.949037037037,0.170947132176,0.977,0.0823110680076
6,0.953444444444,0.154160791772,0.977333333333,0.0771616680599
7,0.957388888889,0.142089690869,0.978,0.0762781230953
8,0.958518518519,0.13558240051,0.979,0.0718495138095
9,0.961962962963,0.125356445339,0.979833333333,0.0705133363799
10,0.962759259259,0.121324077757,0.980666666667,0.0678965831365
11,0.964851851852,0.116160816801,0.9815,0.0680970363712
12,0.965,0.112749301051,0.9815,0.0662955703555
13,0.967148148148,0.105243834637,0.980833333333,0.0650141266095
14,0.968296296296,0.103610560093,0.981166666667,0.0641981193748
15,0.970611111111,0.096313919001,0.981333333333,0.0617922237739
16,0.970981481481,0.0945429298106,0.982,0.0636462912714
17,0.971074074074,0.0909705149236,0.982166666667,0.0623137822878
18,0.972185185185,0.089938148873,0.982,0.064895193012
19,0.972574074074,0.085935380106,0.982666666667,0.0624948072174
20,0.972740740741,0.0872316171215,0.9845,0.0595823738478
21,0.973,0.0823928581198,0.982333333333,0.0625084170463
22,0.974388888889,0.0811578047329,0.982166666667,0.0593695829551
23,0.975481481481,0.0777097369401,0.983333333333,0.0605769746665
24,0.976203703704,0.0753560340544,0.983,0.0614157521009
25,0.976796296296,0.0726397144197,0.982833333333,0.0600220515756
26,0.978351851852,0.0727656056622,0.984333333333,0.0588061785305
27,0.977611111111,0.0707576704798,0.983833333333,0.0592915449102
28,0.97687037037,0.0713582934376,0.983666666667,0.0590944569272
29,0.979185185185,0.066421527942,0.984333333333,0.0596763440831
